Institute,Branch Name,Quota,Category,Seat Pool,Rank,Percentile,Round No,University
Dhole Patil College of engineering,CS,HU,OBC,Gender-Neutral,39122,83.5642755,1,SPPU
Dhole Patil College of engineering,CS,HU,SC,Gender-Neutral,65938,70.6180504,1,SPPU
Dhole Patil College of engineering,CS,HU,ST,Gender-Neutral,103239,46.1690466,1,SPPU
Dhole Patil College of engineering,CS,HU,NT1,Gender-Neutral,31049,87.2266503,1,SPPU
Dhole Patil College of engineering,CS,HU,NT2,Gender-Neutral,44113,81.2345291,1,SPPU
Dhole Patil College of engineering,CS,HU,NT3,Gender-Neutral,48723,79.4628516,1,SPPU
Dhole Patil College of engineering,CS,HU,VJ,Gender-Neutral,69198,68.9337823,1,SPPU
Dhole Patil College of engineering,IT,HU,OPEN,Gender-Neutral,38600,84.0516274,1,SPPU
Dhole Patil College of engineering,IT,HU,OBC,Gender-Neutral,40552,83.2373857,1,SPPU
Dhole Patil College of engineering,IT,HU,SC,Gender-Neutral,70069,68.401414,1,SPPU
Dhole Patil College of engineering,IT,HU,ST,Gender-Neutral,88891,56.7366842,1,SPPU
Dhole Patil College of engineering,IT,HU,NT1,Gender-Neutral,59749,73.642653,1,SPPU
Dhole Patil College of engineering,IT,HU,NT2,Gender-Neutral,42215,82.251586,1,SPPU
Dhole Patil College of engineering,IT,HU,NT3,Gender-Neutral,67834,69.6572694,1,SPPU
Dhole Patil College of engineering,IT,HU,VJ,Gender-Neutral,53226,76.9213416,1,SPPU
Dhole Patil College of engineering,ENTC,HU,OPEN,Gender-Neutral,60373,73.4109953,1,SPPU
Dhole Patil College of engineering,ENTC,HU,OBC,Gender-Neutral,68649,69.2172491,1,SPPU
Dhole Patil College of engineering,ENTC,HU,SC,Gender-Neutral,98902,49.5548073,1,SPPU
Dhole Patil College of engineering,ENTC,HU,ST,Gender-Neutral,98603,49.6143282,1,SPPU
Dhole Patil College of engineering,ENTC,HU,NT1,Gender-Neutral,90815,55.4490884,1,SPPU
Dhole Patil College of engineering,ENTC,HU,NT2,Gender-Neutral,78746,63.3857031,1,SPPU
Dhole Patil College of engineering,ENTC,HU,NT3,Gender-Neutral,65767,71.0587355,1,SPPU
Dhole Patil College of engineering,ENTC,HU,VJ,Gender-Neutral,126900,23.5805396,1,SPPU
Zeal College of Eng Narhe,Robotics and Automation,HU,OPEN,Gender-Neutral,65729,71.0587355,1,SPPU
Zeal College of Eng Narhe,Robotics and Automation,HU,OBC,Gender-Neutral,78916,63.3857031,1,SPPU
Zeal College of Eng Narhe,Robotics and Automation,HU,SC,Gender-Neutral,116065,35.1726957,1,SPPU
Zeal College of Eng Narhe,Robotics and Automation,HU,ST,Gender-Neutral,133294,15.9127414,1,SPPU
Zeal College of Eng Narhe,Robotics and Automation,HU,NT1,Gender-Neutral,88487,56.7405028,1,SPPU
Zeal College of Eng Narhe,Robotics and Automation,HU,NT2,Gender-Neutral,81598,61.4332053,1,SPPU
Zeal College of Eng Narhe,Robotics and Automation,HU,NT3,Gender-Neutral,95623,52.2466614,1,SPPU
Zeal College of Eng Narhe,Robotics and Automation,HU,VJ,Gender-Neutral,122565,28.3793174,1,SPPU
Zeal College of Eng Narhe,CS,HU,OPEN,Gender-Neutral,34603,85.6187666,1,SPPU
Zeal College of Eng Narhe,CS,HU,OBC,Gender-Neutral,39354,83.4300164,1,SPPU
Zeal College of Eng Narhe,CS,HU,SC,Gender-Neutral,81749,61.432847,1,SPPU
Zeal College of Eng Narhe,CS,HU,ST,Gender-Neutral,139727,6.2955526,1,SPPU
Zeal College of Eng Narhe,CS,HU,NT1,Gender-Neutral,61595,73.1851907,1,SPPU
Zeal College of Eng Narhe,CS,HU,NT2,Gender-Neutral,41724,82.3346823,1,SPPU
Zeal College of Eng Narhe,CS,HU,NT3,Gender-Neutral,38134,84.2081516,1,SPPU
Zeal College of Eng Narhe,CS,HU,VJ,Gender-Neutral,65256,71.1698646,1,SPPU
Zeal College of Eng Narhe,IT,HU,OPEN,Gender-Neutral,39276,83.4300164,1,SPPU
Zeal College of Eng Narhe,IT,HU,OBC,Gender-Neutral,41010,82.869523,1,SPPU
Zeal College of Eng Narhe,IT,HU,SC,Gender-Neutral,90893,55.4490884,1,SPPU
Zeal College of Eng Narhe,IT,HU,ST,Gender-Neutral,88646,56.7405028,1,SPPU
Zeal College of Eng Narhe,IT,HU,NT1,Gender-Neutral,64161,71.6354089,1,SPPU
Zeal College of Eng Narhe,IT,HU,NT2,Gender-Neutral,41911,82.3107244,1,SPPU
Zeal College of Eng Narhe,IT,HU,NT3,Gender-Neutral,38258,84.2081516,1,SPPU
Zeal College of Eng Narhe,IT,HU,VJ,Gender-Neutral,122603,28.3793174,1,SPPU
Zeal College of Eng Narhe,Electrical,HU,OPEN,Gender-Neutral,86880,58.1195238,1,SPPU
Zeal College of Eng Narhe,Electrical,HU,OBC,Gender-Neutral,103275,46.1690466,1,SPPU
Zeal College of Eng Narhe,Electrical,HU,SC,Gender-Neutral,118651,32.4663078,1,SPPU
Zeal College of Eng Narhe,Electrical,HU,ST,Gender-Neutral,135284,13.3162279,1,SPPU
Zeal College of Eng Narhe,Electrical,HU,NT1,Gender-Neutral,121272,29.4111028,1,SPPU
Zeal College of Eng Narhe,Electrical,HU,NT2,Gender-Neutral,97597,50.2663166,1,SPPU
Zeal College of Eng Narhe,Electrical,HU,NT3,Gender-Neutral,90463,55.7163295,1,SPPU
Zeal College of Eng Narhe,Electrical,HU,VJ,Gender-Neutral,91384,55.2709127,1,SPPU
Zeal College of Eng Narhe,ENTC,HU,OPEN,Gender-Neutral,63996,71.6354089,1,SPPU
Zeal College of Eng Narhe,ENTC,HU,OBC,Gender-Neutral,67652,69.6572694,1,SPPU
Zeal College of Eng Narhe,ENTC,HU,SC,Gender-Neutral,123009,27.6545345,1,SPPU
Zeal College of Eng Narhe,ENTC,HU,ST,Gender-Neutral,102958,46.4499379,1,SPPU
Zeal College of Eng Narhe,ENTC,HU,NT1,Gender-Neutral,80340,62.3996115,1,SPPU
Zeal College of Eng Narhe,ENTC,HU,NT2,Gender-Neutral,69078,69.0354573,1,SPPU
Zeal College of Eng Narhe,ENTC,HU,NT3,Gender-Neutral,82715,60.9799222,1,SPPU
Zeal College of Eng Narhe,ENTC,HU,VJ,Gender-Neutral,124479,26.0539861,1,SPPU
Zeal College of Eng Narhe,Mechanical,HU,OPEN,Gender-Neutral,115058,36.029881,1,SPPU
Zeal College of Eng Narhe,Mechanical,HU,OBC,Gender-Neutral,142083,2.3386764,1,SPPU
Zeal College of Eng Narhe,Mechanical,HU,SC,Gender-Neutral,140992,4.1911023,1,SPPU
Zeal College of Eng Narhe,Mechanical,HU,ST,Gender-Neutral,142054,2.3386764,1,SPPU
Zeal College of Eng Narhe,Mechanical,HU,NT1,Gender-Neutral,123168,27.6545345,1,SPPU
Zeal College of Eng Narhe,Mechanical,HU,NT2,Gender-Neutral,133399,15.6886806,1,SPPU
Zeal College of Eng Narhe,Mechanical,HU,NT3,Gender-Neutral,117514,33.3408586,1,SPPU
Zeal College of Eng Narhe,Mechanical,HU,VJ,Gender-Neutral,141105,4.0117818,1,SPPU
Zeal College of Eng Narhe,Electronics and Computer,HU,OPEN,Gender-Neutral,58332,74.8671904,1,SPPU
Zeal College of Eng Narhe,Electronics and Computer,HU,OBC,Gender-Neutral,67428,69.6924231,1,SPPU
Zeal College of Eng Narhe,Electronics and Computer,HU,SC,Gender-Neutral,114603,36.3578395,1,SPPU
Zeal College of Eng Narhe,Electronics and Computer,HU,ST,Gender-Neutral,69945,68.401414,1,SPPU
Zeal College of Eng Narhe,Electronics and Computer,HU,NT1,Gender-Neutral,72671,66.9527897,1,SPPU
Zeal College of Eng Narhe,Electronics and Computer,HU,NT2,Gender-Neutral,64195,71.4000828,1,SPPU
Zeal College of Eng Narhe,Electronics and Computer,HU,NT3,Gender-Neutral,79266,62.7898492,1,SPPU
Zeal College of Eng Narhe,Electronics and Computer,HU,VJ,Gender-Neutral,114197,36.5842646,1,SPPU
Zeal College of Eng Narhe,AIML,HU,OPEN,Gender-Neutral,42665,82.2034564,1,SPPU
Zeal College of Eng Narhe,AIML,HU,OBC,Gender-Neutral,47315,79.8081214,1,SPPU
Zeal College of Eng Narhe,AIML,HU,SC,Gender-Neutral,85505,58.7429854,1,SPPU
Zeal College of Eng Narhe,AIML,HU,ST,Gender-Neutral,42031,82.3107244,1,SPPU
Zeal College of Eng Narhe,AIML,HU,NT1,Gender-Neutral,118779,32.3660798,1,SPPU
Zeal College of Eng Narhe,AIML,HU,NT2,Gender-Neutral,42814,82.1650299,1,SPPU
Zeal College of Eng Narhe,AIML,HU,NT3,Gender-Neutral,45830,80.7328826,1,SPPU
Zeal College of Eng Narhe,AIML,HU,VJ,Gender-Neutral,52348,77.7994669,1,SPPU
Zeal College of Eng Narhe,AIDS,HU,OPEN,Gender-Neutral,38050,84.216054,1,SPPU
Zeal College of Eng Narhe,AIDS,HU,OBC,Gender-Neutral,42416,82.2266135,1,SPPU
Zeal College of Eng Narhe,AIDS,HU,SC,Gender-Neutral,68985,69.0354573,1,SPPU
Zeal College of Eng Narhe,AIDS,HU,ST,Gender-Neutral,64061,71.6354089,1,SPPU
Zeal College of Eng Narhe,AIDS,HU,NT1,Gender-Neutral,34770,85.4752553,1,SPPU
Zeal College of Eng Narhe,AIDS,HU,NT2,Gender-Neutral,47440,79.7907966,1,SPPU
Zeal College of Eng Narhe,AIDS,HU,NT3,Gender-Neutral,45312,80.9858625,1,SPPU
Zeal College of Eng Narhe,AIDS,HU,VJ,Gender-Neutral,89964,55.8997381,1,SPPU
Anantrao Pawar COE,CS,HU,OPEN,Gender-Neutral,37466,84.4304792,1,SPPU
Anantrao Pawar COE,CS,HU,OBC,Gender-Neutral,41096,82.869523,1,SPPU
Anantrao Pawar COE,CS,HU,SC,Gender-Neutral,69426,68.9337823,1,SPPU
Anantrao Pawar COE,CS,HU,ST,Gender-Neutral,141966,2.5353268,1,SPPU
Anantrao Pawar COE,CS,HU,NT1,Gender-Neutral,41065,82.869523,1,SPPU
Anantrao Pawar COE,CS,HU,NT2,Gender-Neutral,49257,79.2648162,1,SPPU
Anantrao Pawar COE,CS,HU,NT3,Gender-Neutral,47463,79.7907966,1,SPPU
Anantrao Pawar COE,CS,HU,VJ,Gender-Neutral,87414,58.0840122,1,SPPU
Anantrao Pawar COE,IT,HU,OPEN,Gender-Neutral,42868,82.1650299,1,SPPU
Anantrao Pawar COE,IT,HU,OBC,Gender-Neutral,45680,80.8641005,1,SPPU
Anantrao Pawar COE,IT,HU,SC,Gender-Neutral,81701,61.432847,1,SPPU
Anantrao Pawar COE,IT,HU,ST,Gender-Neutral,103376,45.9664342,1,SPPU
Anantrao Pawar COE,IT,HU,NT1,Gender-Neutral,78646,63.6508999,1,SPPU
Anantrao Pawar COE,IT,HU,NT2,Gender-Neutral,47863,79.7807688,1,SPPU
Anantrao Pawar COE,IT,HU,NT3,Gender-Neutral,48010,79.7413145,1,SPPU
Anantrao Pawar COE,IT,HU,VJ,Gender-Neutral,57327,75.1476841,1,SPPU
Anantrao Pawar COE,ENTC,HU,OPEN,Gender-Neutral,69071,69.0354573,1,SPPU
Anantrao Pawar COE,ENTC,HU,OBC,Gender-Neutral,72417,66.9527897,1,SPPU
Anantrao Pawar COE,ENTC,HU,SC,Gender-Neutral,113506,37.1297299,1,SPPU
Anantrao Pawar COE,ENTC,HU,ST,Gender-Neutral,115207,36.029881,1,SPPU
Anantrao Pawar COE,ENTC,HU,NT1,Gender-Neutral,93415,53.6496624,1,SPPU
Anantrao Pawar COE,ENTC,HU,NT2,Gender-Neutral,71918,67.1534217,1,SPPU
Anantrao Pawar COE,ENTC,HU,NT3,Gender-Neutral,99302,49.4761567,1,SPPU
Anantrao Pawar COE,ENTC,HU,VJ,Gender-Neutral,113544,37.1297299,1,SPPU
Anantrao Pawar COE,AIDS,HU,OPEN,Gender-Neutral,41289,82.540133,1,SPPU
Anantrao Pawar COE,AIDS,HU,OBC,Gender-Neutral,46581,80.2375547,1,SPPU
Anantrao Pawar COE,AIDS,HU,SC,Gender-Neutral,85795,58.7124464,1,SPPU
Anantrao Pawar COE,AIDS,HU,ST,Gender-Neutral,94379,52.7422372,1,SPPU
Anantrao Pawar COE,AIDS,HU,NT1,Gender-Neutral,58185,74.8671904,1,SPPU
Anantrao Pawar COE,AIDS,HU,NT2,Gender-Neutral,77567,64.0952985,1,SPPU
Anantrao Pawar COE,AIDS,HU,NT3,Gender-Neutral,54359,76.7173434,1,SPPU
Anantrao Pawar COE,AIDS,HU,VJ,Gender-Neutral,49142,79.2648162,1,SPPU
Sinhgad Institute Lonavala,CS,HU,OPEN,Gender-Neutral,34027,86.0109616,1,SPPU
Sinhgad Institute Lonavala,CS,HU,OBC,Gender-Neutral,37688,84.3950599,1,SPPU
Sinhgad Institute Lonavala,CS,HU,SC,Gender-Neutral,75818,65.0367935,1,SPPU
Sinhgad Institute Lonavala,CS,HU,ST,Gender-Neutral,131561,18.1280678,1,SPPU
Sinhgad Institute Lonavala,CS,HU,NT1,Gender-Neutral,62704,72.3082536,1,SPPU
Sinhgad Institute Lonavala,CS,HU,NT2,Gender-Neutral,41991,82.3107244,1,SPPU
Sinhgad Institute Lonavala,CS,HU,NT3,Gender-Neutral,38484,84.0516274,1,SPPU
Sinhgad Institute Lonavala,CS,HU,VJ,Gender-Neutral,50606,78.3430016,1,SPPU
Sinhgad Institute Lonavala,IT,HU,OPEN,Gender-Neutral,38118,84.2081516,1,SPPU
Sinhgad Institute Lonavala,IT,HU,OBC,Gender-Neutral,42372,82.2266135,1,SPPU
Sinhgad Institute Lonavala,IT,HU,SC,Gender-Neutral,72636,66.9527897,1,SPPU
Sinhgad Institute Lonavala,IT,HU,ST,Gender-Neutral,105383,44.0513989,1,SPPU
Sinhgad Institute Lonavala,IT,HU,NT1,Gender-Neutral,70683,67.9544349,1,SPPU
Sinhgad Institute Lonavala,IT,HU,NT2,Gender-Neutral,41044,82.869523,1,SPPU
Sinhgad Institute Lonavala,IT,HU,NT3,Gender-Neutral,43856,81.4853713,1,SPPU
Sinhgad Institute Lonavala,IT,HU,VJ,Gender-Neutral,55655,75.8958975,1,SPPU
Sinhgad Institute Lonavala,Electrical,HU,OPEN,Gender-Neutral,99622,49.2213366,1,SPPU
Sinhgad Institute Lonavala,Electrical,HU,OBC,Gender-Neutral,111338,39.4392454,1,SPPU
Sinhgad Institute Lonavala,Electrical,HU,SC,Gender-Neutral,135359,13.224841,1,SPPU
Sinhgad Institute Lonavala,Electrical,HU,ST,Gender-Neutral,113766,36.6068088,1,SPPU
Sinhgad Institute Lonavala,Electrical,HU,NT1,Gender-Neutral,135326,13.224841,1,SPPU
Sinhgad Institute Lonavala,Electrical,HU,NT2,Gender-Neutral,101148,47.6387427,1,SPPU
Sinhgad Institute Lonavala,Electrical,HU,NT3,Gender-Neutral,67539,69.6572694,1,SPPU
Sinhgad Institute Lonavala,Electrical,HU,VJ,Gender-Neutral,93043,53.8156961,1,SPPU
Sinhgad Institute Lonavala,ENTC,HU,OPEN,Gender-Neutral,65221,71.1698646,1,SPPU
Sinhgad Institute Lonavala,ENTC,HU,OBC,Gender-Neutral,70021,68.401414,1,SPPU
Sinhgad Institute Lonavala,ENTC,HU,SC,Gender-Neutral,135321,13.3162279,1,SPPU
Sinhgad Institute Lonavala,ENTC,HU,ST,Gender-Neutral,137406,9.7383065,1,SPPU
Sinhgad Institute Lonavala,ENTC,HU,NT1,Gender-Neutral,91493,55.2709127,1,SPPU
Sinhgad Institute Lonavala,ENTC,HU,NT2,Gender-Neutral,69064,69.0354573,1,SPPU
Sinhgad Institute Lonavala,ENTC,HU,NT3,Gender-Neutral,81417,61.4332053,1,SPPU
Sinhgad Institute Lonavala,ENTC,HU,VJ,Gender-Neutral,108762,42.2969628,1,SPPU
SKNSITS Lonavla,CS,HU,OPEN,Gender-Neutral,42587,82.2034564,1,SPPU
SKNSITS Lonavla,CS,HU,OBC,Gender-Neutral,46661,80.2375547,1,SPPU
SKNSITS Lonavla,CS,HU,SC,Gender-Neutral,86098,58.7124464,1,SPPU
SKNSITS Lonavla,CS,HU,ST,Gender-Neutral,42620,82.2034564,1,SPPU
SKNSITS Lonavla,CS,HU,NT1,Gender-Neutral,80467,62.3996115,1,SPPU
SKNSITS Lonavla,CS,HU,NT2,Gender-Neutral,52138,77.7994669,1,SPPU
SKNSITS Lonavla,CS,HU,NT3,Gender-Neutral,46634,80.2375547,1,SPPU
SKNSITS Lonavla,CS,HU,VJ,Gender-Neutral,48573,79.520817,1,SPPU
SKNSITS Lonavla,IT,HU,OPEN,Gender-Neutral,47055,80.0408747,1,SPPU
SKNSITS Lonavla,IT,HU,OBC,Gender-Neutral,49944,78.5775598,1,SPPU
SKNSITS Lonavla,IT,HU,SC,Gender-Neutral,103526,45.9664342,1,SPPU
SKNSITS Lonavla,IT,HU,ST,Gender-Neutral,46549,80.2375547,1,SPPU
SKNSITS Lonavla,IT,HU,NT1,Gender-Neutral,60191,73.4246062,1,SPPU
SKNSITS Lonavla,IT,HU,NT2,Gender-Neutral,63287,71.8303504,1,SPPU
SKNSITS Lonavla,IT,HU,NT3,Gender-Neutral,49441,78.8754662,1,SPPU
SKNSITS Lonavla,IT,HU,VJ,Gender-Neutral,89652,55.9130075,1,SPPU
Genba Sopanrao Moze COE,CS,HU,OPEN,Gender-Neutral,43959,81.4853713,1,SPPU
Genba Sopanrao Moze COE,CS,HU,OBC,Gender-Neutral,51596,78.067557,1,SPPU
Genba Sopanrao Moze COE,CS,HU,SC,Gender-Neutral,79281,62.7898492,1,SPPU
Genba Sopanrao Moze COE,CS,HU,ST,Gender-Neutral,72703,66.8171727,1,SPPU
Genba Sopanrao Moze COE,CS,HU,NT1,Gender-Neutral,79572,62.7344336,1,SPPU
Genba Sopanrao Moze COE,CS,HU,NT2,Gender-Neutral,52442,77.4241933,1,SPPU
Genba Sopanrao Moze COE,CS,HU,NT3,Gender-Neutral,53684,76.8406961,1,SPPU
Genba Sopanrao Moze COE,CS,HU,VJ,Gender-Neutral,94371,52.7422372,1,SPPU
Genba Sopanrao Moze COE,IT,HU,OPEN,Gender-Neutral,51138,78.1143775,1,SPPU
Genba Sopanrao Moze COE,IT,HU,OBC,Gender-Neutral,54905,76.6166542,1,SPPU
Genba Sopanrao Moze COE,IT,HU,SC,Gender-Neutral,91474,55.2709127,1,SPPU
Genba Sopanrao Moze COE,IT,HU,ST,Gender-Neutral,96960,50.8083922,1,SPPU
Genba Sopanrao Moze COE,IT,HU,NT1,Gender-Neutral,41027,82.869523,1,SPPU
Genba Sopanrao Moze COE,IT,HU,NT2,Gender-Neutral,56023,75.867353,1,SPPU
Genba Sopanrao Moze COE,IT,HU,NT3,Gender-Neutral,56980,75.1687111,1,SPPU
Genba Sopanrao Moze COE,IT,HU,VJ,Gender-Neutral,78262,63.6910141,1,SPPU
Genba Sopanrao Moze COE,ENTC,HU,OPEN,Gender-Neutral,60361,73.4109953,1,SPPU
Genba Sopanrao Moze COE,ENTC,HU,OBC,Gender-Neutral,70385,68.3823818,1,SPPU
Genba Sopanrao Moze COE,ENTC,HU,SC,Gender-Neutral,112587,38.8357386,1,SPPU
Genba Sopanrao Moze COE,ENTC,HU,ST,Gender-Neutral,64810,71.2687819,1,SPPU
Genba Sopanrao Moze COE,ENTC,HU,NT1,Gender-Neutral,97429,50.6107355,1,SPPU
Genba Sopanrao Moze COE,ENTC,HU,NT2,Gender-Neutral,54360,76.7173434,1,SPPU
Genba Sopanrao Moze COE,ENTC,HU,NT3,Gender-Neutral,61960,73.0265619,1,SPPU
Genba Sopanrao Moze COE,ENTC,HU,VJ,Gender-Neutral,70381,68.3823818,1,SPPU
Genba Sopanrao Moze COE,AIML,HU,OPEN,Gender-Neutral,51429,78.067557,1,SPPU
Genba Sopanrao Moze COE,AIML,HU,OBC,Gender-Neutral,60029,73.4246062,1,SPPU
Genba Sopanrao Moze COE,AIML,HU,SC,Gender-Neutral,93292,53.6496624,1,SPPU
Genba Sopanrao Moze COE,AIML,HU,ST,Gender-Neutral,61178,73.2522683,1,SPPU
Genba Sopanrao Moze COE,AIML,HU,NT1,Gender-Neutral,59875,73.642653,1,SPPU
Genba Sopanrao Moze COE,AIML,HU,NT2,Gender-Neutral,75060,65.4207881,1,SPPU
Genba Sopanrao Moze COE,AIML,HU,NT3,Gender-Neutral,58892,74.1935484,1,SPPU
Genba Sopanrao Moze COE,AIML,HU,VJ,Gender-Neutral,58163,75.0737739,1,SPPU
Genba Sopanrao Moze COE,AIDS,HU,OPEN,Gender-Neutral,52000,77.9969992,1,SPPU
Genba Sopanrao Moze COE,AIDS,HU,OBC,Gender-Neutral,58135,75.0737739,1,SPPU
Genba Sopanrao Moze COE,AIDS,HU,SC,Gender-Neutral,93694,53.1660451,1,SPPU
Genba Sopanrao Moze COE,AIDS,HU,ST,Gender-Neutral,93492,53.6496624,1,SPPU
Genba Sopanrao Moze COE,AIDS,HU,NT1,Gender-Neutral,89735,55.9130075,1,SPPU
Genba Sopanrao Moze COE,AIDS,HU,NT2,Gender-Neutral,57429,75.1476841,1,SPPU
Genba Sopanrao Moze COE,AIDS,HU,NT3,Gender-Neutral,51790,78.0359147,1,SPPU
Genba Sopanrao Moze COE,AIDS,HU,VJ,Gender-Neutral,105927,43.6615489,1,SPPU
Parvatibai Genba Moze COE,CS,HU,OPEN,Gender-Neutral,43512,81.8534982,1,SPPU
Parvatibai Genba Moze COE,CS,HU,OBC,Gender-Neutral,46777,80.0793682,1,SPPU
Parvatibai Genba Moze COE,CS,HU,SC,Gender-Neutral,87784,57.7272051,1,SPPU
Parvatibai Genba Moze COE,CS,HU,ST,Gender-Neutral,73002,66.8171727,1,SPPU
Parvatibai Genba Moze COE,CS,HU,NT1,Gender-Neutral,96756,51.0567213,1,SPPU
Parvatibai Genba Moze COE,CS,HU,NT2,Gender-Neutral,46151,80.6210251,1,SPPU
Parvatibai Genba Moze COE,CS,HU,NT3,Gender-Neutral,46652,80.2375547,1,SPPU
Parvatibai Genba Moze COE,CS,HU,VJ,Gender-Neutral,59066,74.1356658,1,SPPU
Parvatibai Genba Moze COE,IT,HU,OPEN,Gender-Neutral,50260,78.4161664,1,SPPU
Parvatibai Genba Moze COE,IT,HU,OBC,Gender-Neutral,53914,76.839044,1,SPPU
Parvatibai Genba Moze COE,IT,HU,SC,Gender-Neutral,93957,52.7523799,1,SPPU
Parvatibai Genba Moze COE,IT,HU,ST,Gender-Neutral,131539,18.1280678,1,SPPU
Parvatibai Genba Moze COE,IT,HU,NT1,Gender-Neutral,59243,74.1356658,1,SPPU
Parvatibai Genba Moze COE,IT,HU,NT2,Gender-Neutral,53247,76.9213416,1,SPPU
Parvatibai Genba Moze COE,IT,HU,NT3,Gender-Neutral,50727,78.3430016,1,SPPU
Parvatibai Genba Moze COE,IT,HU,VJ,Gender-Neutral,90092,55.8997381,1,SPPU
Parvatibai Genba Moze COE,AIDS,HU,OPEN,Gender-Neutral,55662,75.8958975,1,SPPU
Parvatibai Genba Moze COE,AIDS,HU,OBC,Gender-Neutral,62213,72.6119403,1,SPPU
Parvatibai Genba Moze COE,AIDS,HU,SC,Gender-Neutral,103492,45.9664342,1,SPPU
Parvatibai Genba Moze COE,AIDS,HU,ST,Gender-Neutral,106505,43.224841,1,SPPU
Parvatibai Genba Moze COE,AIDS,HU,NT1,Gender-Neutral,45098,81.0090469,1,SPPU
Parvatibai Genba Moze COE,AIDS,HU,NT2,Gender-Neutral,62729,72.3082536,1,SPPU
Parvatibai Genba Moze COE,AIDS,HU,NT3,Gender-Neutral,61715,73.1851907,1,SPPU
Parvatibai Genba Moze COE,AIDS,HU,VJ,Gender-Neutral,107047,43.1162283,1,SPPU
Parvatibai Genba Moze COE,ENTC,HU,OPEN,Gender-Neutral,67602,69.6572694,1,SPPU
Parvatibai Genba Moze COE,ENTC,HU,OBC,Gender-Neutral,72902,66.8171727,1,SPPU
Parvatibai Genba Moze COE,ENTC,HU,SC,Gender-Neutral,124617,26.0127532,1,SPPU
Parvatibai Genba Moze COE,ENTC,HU,ST,Gender-Neutral,73536,66.4309764,1,SPPU
Parvatibai Genba Moze COE,ENTC,HU,NT1,Gender-Neutral,120716,30.0860456,1,SPPU
Parvatibai Genba Moze COE,ENTC,HU,NT2,Gender-Neutral,86915,58.1195238,1,SPPU
Parvatibai Genba Moze COE,ENTC,HU,NT3,Gender-Neutral,91048,55.2985075,1,SPPU
Parvatibai Genba Moze COE,ENTC,HU,VJ,Gender-Neutral,62572,72.394012,1,SPPU
